dx,gb,dz,gb_energy,variance,acquisition
0.6,1.0,2.5,1.080879027482474,0.009876549237090354,1.1262451647975893
0.6,1.0,2.7,1.141580597640941,0.010328887952519992,1.1841250756390023
0.6,1.0,2.8,1.156056820161718,0.010835758951430609,1.2003764688578884
0.6,1.0,2.9,1.1545156352787032,0.010433311784227132,1.1923821811599766
0.6,1.0,3.0,1.1323652678169032,0.009836010948019317,1.164804143473357
0.6,1.0,3.1,1.0972085329688939,0.010264358305028348,1.1199207021535198
0.6,1.0,3.2,1.0664391742882993,0.012263697608931319,1.0608669719636106
0.6,1.0,3.3,1.0484514281604662,0.014445352438608398,1.0055919252408791
0.6,1.0,3.4,1.0385951221020238,0.014460035985098329,0.9773417469379528
0.6,1.0,3.5,1.0329049293980788,0.013071915399866404,0.9797432593187323
0.7,1.0,0.0,1.0834577935185736,0.016752882452873576,1.2823406538661568
0.7,1.0,0.1,1.0560395208213764,0.016232723184770037,1.3141077441910651
0.7,1.0,0.2,1.0452127725357767,0.016392952682487825,1.2887889277601554
0.7,1.0,0.3,1.0500493182695103,0.0172979162174014,1.2309895076237132
0.7,1.0,0.4,1.0703214882824783,0.018171254314817642,1.1655218428597667
0.7,1.0,0.5,1.0940302456065203,0.017621109485833796,1.1105447446882912
0.7,1.0,0.6,1.1032255554405719,0.01586739660302066,1.077600289110598
0.7,1.0,0.7,1.0954277309531344,0.01412965882395408,1.0674771212719152
0.7,1.0,0.8,1.0850806072820638,0.012535077857087684,1.0740514706822242
0.7,1.0,0.9,1.0831280154921905,0.011482646586949018,1.0939245781155749
0.7,1.0,1.0,1.088908659144189,0.011807799604904624,1.1237404838866678
0.7,1.0,1.1,1.0999236012163174,0.012590374982479512,1.1519299512477175
0.7,1.0,1.2,1.1122252162102821,0.012915971754889103,1.166441970901198
0.7,1.0,1.3,1.1116248069393706,0.012646734119409211,1.1673921423549678
0.7,1.0,1.4,1.0833683243826746,0.011844941594294448,1.1587685639206593
0.7,1.0,1.6,0.991051957556122,0.013048830057795176,1.0928287604901694
0.7,1.0,1.7,0.973849523592642,0.015625680908272842,1.0576818340791956
0.7,1.0,1.8,0.9833159634913642,0.018012653825939817,1.0642167495029933
0.7,1.0,1.9,1.0098273416664894,0.018649733569725723,1.1155035205276924
0.7,1.0,2.0,1.040070561717092,0.017631651586685466,1.1737191157724878
0.7,1.0,2.1,1.0569499560634892,0.01594781309296527,1.1984606658516335
0.7,1.0,2.2,1.0518959400535646,0.014172683144395196,1.1807696625153445
0.7,1.0,2.3,1.039318928306485,0.012589644125480567,1.1399392613587653
0.7,1.0,2.4,1.043652731179774,0.011378350311549762,1.104051365768101
0.7,1.0,2.5,1.0708428520786568,0.010710184160479601,1.095762881411793
0.7,1.0,2.6,1.1054371783585992,0.010427483288060254,1.1200148623091801
0.7,1.0,2.7,1.1328785573444133,0.01056289829888648,1.158788033746829
0.7,1.0,2.8,1.148502065952749,0.010698594197853274,1.1863516960558282
