x,y,variance,acquisition
16.0,58.0,756.7705035753087,137.15633340583844,758.2719958649704
16.0,60.0,748.5181603425781,191.47034960609918,752.0281792332913
16.0,62.0,741.3481698910573,245.73577309322638,746.8821904330788
16.0,64.0,735.8174327224152,291.61058900455794,743.0408346737385
16.0,66.0,732.3629006227367,320.0703625352629,740.6137531683969
16.0,68.0,731.2497614474931,323.06446594359187,739.6291341407848
16.0,70.0,732.5433731631504,296.0747252809142,740.0666175564143
16.0,72.0,736.1080169422823,241.2072654579474,741.8989886428216
16.0,74.0,741.6312183904784,169.71399288544106,745.1318405047036
16.0,76.0,748.6685454211564,102.44561699821188,749.8303088448258
16.0,78.0,756.7010385088745,67.11283148733168,756.1243447356862
16.0,80.0,765.196145741317,92.40496138709875,764.1883857903102
16.0,82.0,773.6633243844913,200.50075489505286,774.1968627881315
16.0,84.0,781.6971574350434,400.5236424092957,786.2626114574811
18.0,0.0,648.8551700258374,668.0746779531021,609.2650719763108
18.0,2.0,645.4689995686526,415.7614852687149,614.6986537476597
18.0,4.0,647.0078695758987,232.6114955992835,624.7185241351965
18.0,6.0,653.4641131363796,115.81001155959346,638.7812175064366
18.0,8.0,664.4401348725911,52.99489128690604,656.1083626462196
18.0,10.0,679.1832490256842,26.782638089032417,675.7428495959126
18.0,12.0,696.6616077648232,20.008517026715378,696.6240346779052
18.0,14.0,715.6719133915881,19.77524180972512,717.6747895303334
18.0,16.0,734.9650458080896,19.112622138355157,737.8907317710754
18.0,18.0,753.373148281376,16.213682071087376,756.4208214025939
18.0,20.0,769.9215407284888,12.216535237183994,772.6290417390044
18.0,22.0,783.9111322924693,8.878992584480592,786.129175523598
18.0,26.0,803.0102844123595,7.031215971135741,804.7005743053385
18.0,28.0,808.2724343717758,8.003718724644745,810.1331566595771
18.0,30.0,811.1658748216412,9.857989318706371,813.4590530405893
18.0,32.0,812.2183274053451,12.83944962054683,815.0829154169411
18.0,34.0,811.9695166864545,17.312170826796688,815.3752123065486
18.0,36.0,810.884385273976,23.13162577860834,814.6239801758567
18.0,38.0,809.2900566097403,29.233779244188653,813.0110775341818
